# Characters data/qieyun_mc.tsv cannot read, and WHY. MISSING.md M-2.
# data/qieyun_mc.tsv itself is NOT modified: the CC0 original stays
# byte-identical and re-derivable, and this file sits beside it.
#
# THE MECHANISM, from the upstream source rather than from inference:
# nk2028/qieyun-data's 韻書/廣韻.csv prints 䰟 as the 字頭 of 小韻 483, whose
# 韻目原貌 is 魂. The rhyme group is NAMED 魂 and 魂 is never a headword in it,
# so 477 characters carry 魂 as their label and the character itself cannot be
# looked up. The extraction is faithful; the rime book is keyed on its own
# orthographic norm and a Song lyric is not.
#
# relation -- and this column is the whole point of the file. A refusal rate
# is uninterpretable until its causes are separated (doctrine 79, one layer
# down from the sonnet battery's):
#   異體  a variant of this character IS in the table. Read `target` instead.
#         An INGESTION defect, and it is now fixed.
#   簡化  a 1956 simplified form. `target` is what it simplifies. NOT mapped:
#         M-2 measured that resolving these silently returns a different
#         word's rhyme wherever the reform merged two Middle Chinese words.
#         A refusal, and its cause is the SCRIPT.
#   後起  no 廣韻 headword and no warranted 異體, but present in the
#         平水韻/詞林正韻 tables. A refusal, and it is CORRECT: the rime book
#         does not contain this graph.
#   混同  the character READS -- it is in the table -- but it doubles as the
#         simplification of `target`, so in a simplified text the reading
#         returned may be a different word's. Not a refusal: a hazard, and
#         the reason OpenCC is not the fix (M-2).
#
# WITNESSES for every 異體 row, and the standard is two:
#   PROPOSER  unicode-org/unihan-database, Unicode License v3 (redistribution
#             granted; this notice is the (b) route). kSemanticVariant,
#             kSpecializedSemanticVariant, kZVariant, read in both directions.
#   FILTER    hulbji/couyun (MIT): the pair must share a (聲, 平水韻部,
#             詞林韻部). This is not "these are the same character" -- it is
#             the predicate the module actually needs (doctrine 60):
#             substituting one for the other CANNOT change the verdict
#             ltc.rhymes gives at 平水韻 or 詞林正韻 granularity, because both
#             sit in the same cell of both standards. At RAW Qieyun
#             granularity it warrants nothing, so readings() marks every
#             substituted reading with `via` and rhyme_keys(standard='qieyun')
#             can be told apart from the two grouped standards.
#   Where Unihan proposes two targets that couyun places in different cells,
#   the row is REFUSED rather than resolved by a tie-break (doctrine 66).
#   The 19 pairs MISSING.md M-2 names are entered FIRST, with their named
#   target, so this file can be read against the register entry that motivated
#   it; 11 of the 19 are also proposed mechanically, and every one of the 19
#   is warranted by couyun.
char	relation	target	target_readings	witnesses
痷	後起			no 廣韻 headword; in couyun 平水韻
痺	異體	痹	脂去	Unihan+couyun
痽	後起			no 廣韻 headword; in couyun 平水韻
瘅	簡化	癉	寒平|歌上|歌去	Unihan kTraditionalVariant
瘆	簡化	瘮	侵上	Unihan kTraditionalVariant
瘇	後起			no 廣韻 headword; in couyun 平水韻
瘈	後起			no 廣韻 headword; in couyun 平水韻
瘋	後起			no 廣韻 headword; in couyun 平水韻
瘐	後起			no 廣韻 headword; in couyun 平水韻
瘔	後起			no 廣韻 headword; in couyun 平水韻
瘗	簡化	瘞	祭去	Unihan kTraditionalVariant
瘘	簡化	瘘瘺瘻		Unihan kTraditionalVariant
瘝	後起			no 廣韻 headword; in couyun 平水韻
瘟	後起			no 廣韻 headword; in couyun 平水韻
瘩	後起			no 廣韻 headword; in couyun 平水韻
瘪	簡化	癟	仙入|先入	Unihan kTraditionalVariant
瘫	簡化	癱		Unihan kTraditionalVariant
瘬	後起			no 廣韻 headword; in couyun 平水韻
瘷	後起			no 廣韻 headword; in couyun 平水韻
瘺	異體	瘻	侯去|虞平	Unihan+couyun
瘾	簡化	癮		Unihan kTraditionalVariant
瘿	簡化	癭	清上	Unihan kTraditionalVariant
癁	後起			no 廣韻 headword; in couyun 平水韻
癅	後起			no 廣韻 headword; in couyun 平水韻
癊	後起			no 廣韻 headword; in couyun 平水韻
癋	後起			no 廣韻 headword; in couyun 平水韻
癎	後起			no 廣韻 headword; in couyun 平水韻
癐	後起			no 廣韻 headword; in couyun 平水韻
癒	異體	瘉	虞上|虞平	Unihan+couyun
癕	後起			no 廣韻 headword; in couyun 平水韻
癚	後起			no 廣韻 headword; in couyun 平水韻
癜	後起			no 廣韻 headword; in couyun 平水韻
癝	後起			no 廣韻 headword; in couyun 平水韻
癞	簡化	癩	寒入|泰去	Unihan kTraditionalVariant
癣	簡化	癬	仙上	Unihan kTraditionalVariant
癫	簡化	癲	先平	Unihan kTraditionalVariant
癮	後起			no 廣韻 headword; in couyun 平水韻
癱	後起			no 廣韻 headword; in couyun 平水韻
癳	後起			no 廣韻 headword; in couyun 平水韻
癴	後起			no 廣韻 headword; in couyun 平水韻
癵	後起			no 廣韻 headword; in couyun 平水韻
発	後起			no 廣韻 headword; in couyun 平水韻
癿	後起			no 廣韻 headword; in couyun 平水韻
皂	異體	皁	豪上	Unihan+couyun
皅	後起			no 廣韻 headword; in couyun 平水韻
皈	後起			no 廣韻 headword; in couyun 平水韻
皊	後起			no 廣韻 headword; in couyun 平水韻
皌	後起			no 廣韻 headword; in couyun 平水韻
皍	後起			no 廣韻 headword; in couyun 平水韻
皑	簡化	皚	咍平	Unihan kTraditionalVariant
皒	後起			no 廣韻 headword; in couyun 平水韻
皓	異體	晧	豪上	couyun
皗	後起			no 廣韻 headword; in couyun 平水韻
皘	後起			no 廣韻 headword; in couyun 平水韻
皜	異體	暠	豪上	Unihan+couyun
皞	後起			no 廣韻 headword; in couyun 平水韻
皡	後起			no 廣韻 headword; in couyun 平水韻
皥	後起			no 廣韻 headword; in couyun 平水韻
皧	後起			no 廣韻 headword; in couyun 平水韻
皨	後起			no 廣韻 headword; in couyun 平水韻
皩	後起			no 廣韻 headword; in couyun 平水韻
皬	後起			no 廣韻 headword; in couyun 平水韻
皱	簡化	皱皺		Unihan kTraditionalVariant
皲	簡化	皸	文去|文平	Unihan kTraditionalVariant
皳	後起			no 廣韻 headword; in couyun 平水韻
皶	後起			no 廣韻 headword; in couyun 平水韻
皹	後起			no 廣韻 headword; in couyun 平水韻
皼	後起			no 廣韻 headword; in couyun 平水韻
盀	後起			no 廣韻 headword; in couyun 平水韻
盁	後起			no 廣韻 headword; in couyun 平水韻
盇	異體	盍	談入	Unihan+couyun
盏	簡化	盞	山上	Unihan kTraditionalVariant
盐	簡化	鹽	鹽去|鹽平	Unihan kTraditionalVariant
监	簡化	監	銜去|銜平	Unihan kTraditionalVariant
盕	後起			no 廣韻 headword; in couyun 平水韻
盖	異體	蓋	泰去|談入	Unihan+couyun
盗	異體	盜	豪去	Unihan+couyun
盘	簡化	盤	寒平	Unihan kTraditionalVariant
盙	異體	簠	虞上|虞去|虞平	Unihan+couyun
盚	後起			no 廣韻 headword; in couyun 平水韻
盢	後起			no 廣韻 headword; in couyun 平水韻
盫	後起			no 廣韻 headword; in couyun 平水韻
盳	後起			no 廣韻 headword; in couyun 平水韻
盶	後起			no 廣韻 headword; in couyun 平水韻
盺	後起			no 廣韻 headword; in couyun 平水韻
盽	後起			no 廣韻 headword; in couyun 平水韻
眀	後起			no 廣韻 headword; in couyun 平水韻
眃	後起			no 廣韻 headword; in couyun 平水韻
眆	後起			no 廣韻 headword; in couyun 平水韻
県	後起			no 廣韻 headword; in couyun 平水韻
眍	簡化	瞘	侯平	Unihan kTraditionalVariant
眖	後起			no 廣韻 headword; in couyun 平水韻
眘	後起			no 廣韻 headword; in couyun 平水韻
眞	異體	真	眞平	Unihan+couyun
眦	混同	眥眦		Unihan kTraditionalVariant
眪	後起			no 廣韻 headword; in couyun 平水韻
眫	後起			no 廣韻 headword; in couyun 平水韻
眬	簡化	矓		Unihan kTraditionalVariant
眰	後起			no 廣韻 headword; in couyun 平水韻
眿	後起			no 廣韻 headword; in couyun 平水韻
着	異體	著	陽入|魚上|魚去|魚平	Unihan+couyun
睁	簡化	睜	清上	Unihan kTraditionalVariant
睃	後起			no 廣韻 headword; in couyun 平水韻
睄	後起			no 廣韻 headword; in couyun 平水韻
睌	後起			no 廣韻 headword; in couyun 平水韻
睏	異體	困	魂去	Unihan+couyun
睐	簡化	睞	咍去	Unihan kTraditionalVariant
睑	簡化	瞼	鹽上	Unihan kTraditionalVariant
睓	後起			no 廣韻 headword; in couyun 平水韻
睙	後起			no 廣韻 headword; in couyun 平水韻
睝	後起			no 廣韻 headword; in couyun 平水韻
睤	後起			no 廣韻 headword; in couyun 平水韻
睬	後起			no 廣韻 headword; in couyun 平水韻
睭	後起			no 廣韻 headword; in couyun 平水韻
睮	後起			no 廣韻 headword; in couyun 平水韻
睯	後起			no 廣韻 headword; in couyun 平水韻
睱	後起			no 廣韻 headword; in couyun 平水韻
睶	後起			no 廣韻 headword; in couyun 平水韻
睷	後起			no 廣韻 headword; in couyun 平水韻
睸	後起			no 廣韻 headword; in couyun 平水韻
睻	後起			no 廣韻 headword; in couyun 平水韻
睾	異體	皋	豪平	Unihan+couyun
瞃	後起			no 廣韻 headword; in couyun 平水韻
瞅	後起			no 廣韻 headword; in couyun 平水韻
瞆	簡化	瞶	微去|脂去	Unihan kTraditionalVariant
瞇	後起			no 廣韻 headword; in couyun 平水韻
瞈	後起			no 廣韻 headword; in couyun 平水韻
瞊	後起			no 廣韻 headword; in couyun 平水韻
瞌	後起			no 廣韻 headword; in couyun 平水韻
瞏	後起			no 廣韻 headword; in couyun 平水韻
瞒	簡化	瞞	寒平	Unihan kTraditionalVariant
瞔	後起			no 廣韻 headword; in couyun 平水韻
瞕	後起			no 廣韻 headword; in couyun 平水韻
瞛	後起			no 廣韻 headword; in couyun 平水韻
瞝	後起			no 廣韻 headword; in couyun 平水韻
瞧	後起			no 廣韻 headword; in couyun 平水韻
瞨	後起			no 廣韻 headword; in couyun 平水韻
瞩	簡化	矚	鍾入	Unihan kTraditionalVariant
瞮	後起			no 廣韻 headword; in couyun 平水韻
瞷	異體	瞯	山平	Unihan+couyun
瞸	後起			no 廣韻 headword; in couyun 平水韻
瞹	後起			no 廣韻 headword; in couyun 平水韻
瞾	後起			no 廣韻 headword; in couyun 平水韻
矁	後起			no 廣韻 headword; in couyun 平水韻
矂	後起			no 廣韻 headword; in couyun 平水韻
矃	後起			no 廣韻 headword; in couyun 平水韻
矄	後起			no 廣韻 headword; in couyun 平水韻
矈	後起			no 廣韻 headword; in couyun 平水韻
矒	後起			no 廣韻 headword; in couyun 平水韻
矓	後起			no 廣韻 headword; in couyun 平水韻
矙	異體	瞰	談去	Unihan+couyun
矝	後起			no 廣韻 headword; in couyun 平水韻
矡	後起			no 廣韻 headword; in couyun 平水韻
矫	簡化	矫矯		Unihan kTraditionalVariant
矱	後起			no 廣韻 headword; in couyun 平水韻
矵	後起			no 廣韻 headword; in couyun 平水韻
矶	簡化	磯	微平	Unihan kTraditionalVariant
矷	後起			no 廣韻 headword; in couyun 平水韻
矾	簡化	礬	元平	Unihan kTraditionalVariant
矿	簡化	礦	庚上	Unihan kTraditionalVariant
砀	簡化	碭	唐去|唐平	Unihan kTraditionalVariant
码	簡化	碼	麻上	Unihan kTraditionalVariant
砃	後起			no 廣韻 headword; in couyun 平水韻
砄	後起			no 廣韻 headword; in couyun 平水韻
砆	後起			no 廣韻 headword; in couyun 平水韻
砇	異體	珉	眞平	Unihan+couyun
砈	後起			no 廣韻 headword; in couyun 平水韻
砋	後起			no 廣韻 headword; in couyun 平水韻
砍	後起			no 廣韻 headword; in couyun 平水韻
砒	異體	磇	齊平	Unihan+couyun
砓	後起			no 廣韻 headword; in couyun 平水韻
砕	後起			no 廣韻 headword; in couyun 平水韻
砖	簡化	磚		Unihan kTraditionalVariant
砗	簡化	硨	麻平	Unihan kTraditionalVariant
砚	簡化	硯	先去	Unihan kTraditionalVariant
砞	後起			no 廣韻 headword; in couyun 平水韻
砣	後起			no 廣韻 headword; in couyun 平水韻
砤	後起			no 廣韻 headword; in couyun 平水韻
砨	後起			no 廣韻 headword; in couyun 平水韻
砪	後起			no 廣韻 headword; in couyun 平水韻
砫	後起			no 廣韻 headword; in couyun 平水韻
砲	異體	炮	肴去|肴平	Unihan+couyun
砳	後起			no 廣韻 headword; in couyun 平水韻
砵	後起			no 廣韻 headword; in couyun 平水韻
砶	後起			no 廣韻 headword; in couyun 平水韻
砸	後起			no 廣韻 headword; in couyun 平水韻
砺	簡化	礪	祭去	Unihan kTraditionalVariant
砻	簡化	礱	東去|東平	Unihan kTraditionalVariant
砾	簡化	礫	青入	Unihan kTraditionalVariant
础	簡化	礎	魚上	Unihan kTraditionalVariant
硁	簡化	硜	耕平	Unihan kTraditionalVariant
硄	後起			no 廣韻 headword; in couyun 平水韻
硆	後起			no 廣韻 headword; in couyun 平水韻
硇	後起			no 廣韻 headword; in couyun 平水韻
硏	異體	研	先去|先平	Unihan+couyun
硑	後起			no 廣韻 headword; in couyun 平水韻
硕	簡化	碩	清入	Unihan kTraditionalVariant
硖	簡化	硤	咸入	Unihan kTraditionalVariant
硗	簡化	磽	肴去|肴平|蕭上	Unihan kTraditionalVariant
硙	簡化	磑	灰去|灰平	Unihan kTraditionalVariant
硡	後起			no 廣韻 headword; in couyun 平水韻
硢	後起			no 廣韻 headword; in couyun 平水韻
硣	後起			no 廣韻 headword; in couyun 平水韻
硥	後起			no 廣韻 headword; in couyun 平水韻
硧	後起			no 廣韻 headword; in couyun 平水韻
确	混同	确確		Unihan kTraditionalVariant
硲	後起			no 廣韻 headword; in couyun 平水韻
硵	簡化	磠		Unihan kTraditionalVariant
硶	後起			no 廣韻 headword; in couyun 平水韻
硷	簡化	礆鹼		Unihan kTraditionalVariant
硸	後起			no 廣韻 headword; in couyun 平水韻
硺	後起			no 廣韻 headword; in couyun 平水韻
硼	後起			no 廣韻 headword; in couyun 平水韻
硽	後起			no 廣韻 headword; in couyun 平水韻
碀	後起			no 廣韻 headword; in couyun 平水韻
碂	後起			no 廣韻 headword; in couyun 平水韻
碃	後起			no 廣韻 headword; in couyun 平水韻
碄	後起			no 廣韻 headword; in couyun 平水韻
碅	後起			no 廣韻 headword; in couyun 平水韻
碇	後起			no 廣韻 headword; in couyun 平水韻
碈	後起			no 廣韻 headword; in couyun 平水韻
碉	後起			no 廣韻 headword; in couyun 平水韻
碊	後起			no 廣韻 headword; in couyun 平水韻
碋	後起			no 廣韻 headword; in couyun 平水韻
碍	異體	礙	咍去	Unihan+couyun
碐	後起			no 廣韻 headword; in couyun 平水韻
碒	後起			no 廣韻 headword; in couyun 平水韻
碗	異體	椀	寒上	Unihan+couyun
碛	簡化	磧	清入	Unihan kTraditionalVariant
碜	簡化	磣	侵上	Unihan kTraditionalVariant
碟	後起			no 廣韻 headword; in couyun 平水韻
碠	後起			no 廣韻 headword; in couyun 平水韻
碤	後起			no 廣韻 headword; in couyun 平水韻
碦	後起			no 廣韻 headword; in couyun 平水韻
碮	後起			no 廣韻 headword; in couyun 平水韻
碰	後起			no 廣韻 headword; in couyun 平水韻
碱	後起			no 廣韻 headword; in couyun 平水韻
碳	後起			no 廣韻 headword; in couyun 平水韻
碴	後起			no 廣韻 headword; in couyun 平水韻
碿	後起			no 廣韻 headword; in couyun 平水韻
磀	後起			no 廣韻 headword; in couyun 平水韻
磁	異體	瓷	脂平	Unihan+couyun
磂	後起			no 廣韻 headword; in couyun 平水韻
磏	後起			no 廣韻 headword; in couyun 平水韻
磚	異體	甎	仙平	Unihan+couyun
磛	異體	嶃	咸上|銜平	Unihan+couyun
磜	後起			no 廣韻 headword; in couyun 平水韻
磞	後起			no 廣韻 headword; in couyun 平水韻
磠	後起			no 廣韻 headword; in couyun 平水韻
磦	後起			no 廣韻 headword; in couyun 平水韻
磪	異體	崔	灰平	Unihan+couyun
磱	後起			no 廣韻 headword; in couyun 平水韻
磵	異體	澗	刪去	Unihan+couyun
磸	後起			no 廣韻 headword; in couyun 平水韻
磺	後起			no 廣韻 headword; in couyun 平水韻
礁	後起			no 廣韻 headword; in couyun 平水韻
礆	後起			no 廣韻 headword; in couyun 平水韻
礇	後起			no 廣韻 headword; in couyun 平水韻
礈	後起			no 廣韻 headword; in couyun 平水韻
礋	後起			no 廣韻 headword; in couyun 平水韻
礌	後起			no 廣韻 headword; in couyun 平水韻
礍	後起			no 廣韻 headword; in couyun 平水韻
礑	後起			no 廣韻 headword; in couyun 平水韻
礔	後起			no 廣韻 headword; in couyun 平水韻
礕	後起			no 廣韻 headword; in couyun 平水韻
礗	後起			no 廣韻 headword; in couyun 平水韻
礚	後起			no 廣韻 headword; in couyun 平水韻
礝	後起			no 廣韻 headword; in couyun 平水韻
礟	異體	礮	肴去	Unihan+couyun
礡	後起			no 廣韻 headword; in couyun 平水韻
礨	後起			no 廣韻 headword; in couyun 平水韻
礭	後起			no 廣韻 headword; in couyun 平水韻
礯	後起			no 廣韻 headword; in couyun 平水韻
礰	後起			no 廣韻 headword; in couyun 平水韻
礲	後起			no 廣韻 headword; in couyun 平水韻
礶	異體	罐	寒去	Unihan+couyun
礷	後起			no 廣韻 headword; in couyun 平水韻
礸	後起			no 廣韻 headword; in couyun 平水韻
礻	異體	示	支平|脂去	Unihan+couyun
礼	混同	礼禮		Unihan kTraditionalVariant
祃	簡化	禡	麻去	Unihan kTraditionalVariant
祄	後起			no 廣韻 headword; in couyun 平水韻
祌	後起			no 廣韻 headword; in couyun 平水韻
祎	簡化	禕	支平	Unihan kTraditionalVariant
祑	後起			no 廣韻 headword; in couyun 平水韻
祒	後起			no 廣韻 headword; in couyun 平水韻
祙	後起			no 廣韻 headword; in couyun 平水韻
祛	後起			no 廣韻 headword; in couyun 平水韻
祢	簡化	祢禰		Unihan kTraditionalVariant
票	後起			no 廣韻 headword; in couyun 平水韻
祬	後起			no 廣韻 headword; in couyun 平水韻
祮	後起			no 廣韻 headword; in couyun 平水韻
祯	簡化	禎	清平	Unihan kTraditionalVariant
祱	後起			no 廣韻 headword; in couyun 平水韻
祵	後起			no 廣韻 headword; in couyun 平水韻
祶	後起			no 廣韻 headword; in couyun 平水韻
祷	簡化	祷禱		Unihan kTraditionalVariant
祸	簡化	禍	歌上	Unihan kTraditionalVariant
祹	後起			no 廣韻 headword; in couyun 平水韻
祻	後起			no 廣韻 headword; in couyun 平水韻
禀	異體	稟	侵上	Unihan+couyun
禃	後起			no 廣韻 headword; in couyun 平水韻
禄	簡化	祿	東入	Unihan kTraditionalVariant
禅	簡化	禪	仙去|仙平	Unihan kTraditionalVariant
禆	後起			no 廣韻 headword; in couyun 平水韻
禇	後起			no 廣韻 headword; in couyun 平水韻
禈	後起			no 廣韻 headword; in couyun 平水韻
禌	後起			no 廣韻 headword; in couyun 平水韻
禐	後起			no 廣韻 headword; in couyun 平水韻
禑	後起			no 廣韻 headword; in couyun 平水韻
禒	後起			no 廣韻 headword; in couyun 平水韻
禝	後起			no 廣韻 headword; in couyun 平水韻
禞	後起			no 廣韻 headword; in couyun 平水韻
禟	後起			no 廣韻 headword; in couyun 平水韻
禤	後起			no 廣韻 headword; in couyun 平水韻
禭	後起			no 廣韻 headword; in couyun 平水韻
禯	後起			no 廣韻 headword; in couyun 平水韻
禵	後起			no 廣韻 headword; in couyun 平水韻
离	混同	離	支去|支平|齊去	Unihan kTraditionalVariant
秂	後起			no 廣韻 headword; in couyun 平水韻
秃	異體	禿	東入	Unihan+couyun
秆	混同	秆稈		Unihan kTraditionalVariant
秇	異體	埶	祭去	Unihan+couyun
秋	混同	秋鞦		Unihan kTraditionalVariant
种	混同	种種		Unihan kTraditionalVariant
秐	異體	耘	文平	Unihan+couyun
秓	後起			no 廣韻 headword; in couyun 平水韻
秖	後起			no 廣韻 headword; in couyun 平水韻
秗	後起			no 廣韻 headword; in couyun 平水韻
秘	異體	祕	脂去	Unihan+couyun
秙	後起			no 廣韻 headword; in couyun 平水韻
秚	後起			no 廣韻 headword; in couyun 平水韻
秡	後起			no 廣韻 headword; in couyun 平水韻
秥	後起			no 廣韻 headword; in couyun 平水韻
积	簡化	積	支去|清入	Unihan kTraditionalVariant
称	簡化	称稱		Unihan kTraditionalVariant
秱	後起			no 廣韻 headword; in couyun 平水韻
秴	後起			no 廣韻 headword; in couyun 平水韻
秵	後起			no 廣韻 headword; in couyun 平水韻
秶	後起			no 廣韻 headword; in couyun 平水韻
秹	後起			no 廣韻 headword; in couyun 平水韻
秼	後起			no 廣韻 headword; in couyun 平水韻
秽	簡化	穢	廢去	Unihan kTraditionalVariant
秾	簡化	穠	鍾平	Unihan kTraditionalVariant
稁	後起			no 廣韻 headword; in couyun 平水韻
稆	簡化	穭	魚上	Unihan kTraditionalVariant
税	異體	稅	祭去	Unihan+couyun
稐	後起			no 廣韻 headword; in couyun 平水韻
稓	後起			no 廣韻 headword; in couyun 平水韻
稖	後起			no 廣韻 headword; in couyun 平水韻
稛	後起			no 廣韻 headword; in couyun 平水韻
稝	後起			no 廣韻 headword; in couyun 平水韻
稢	後起			no 廣韻 headword; in couyun 平水韻
稣	簡化	穌	模平	Unihan kTraditionalVariant
稦	後起			no 廣韻 headword; in couyun 平水韻
稨	後起			no 廣韻 headword; in couyun 平水韻
稩	後起			no 廣韻 headword; in couyun 平水韻
稪	後起			no 廣韻 headword; in couyun 平水韻
稲	後起			no 廣韻 headword; in couyun 平水韻
稳	簡化	稳穩		Unihan kTraditionalVariant
稿	異體	槀	豪上	Unihan+couyun
穂	後起			no 廣韻 headword; in couyun 平水韻
穈	後起			no 廣韻 headword; in couyun 平水韻
穉	異體	稚	脂去	Unihan+couyun
穏	後起			no 廣韻 headword; in couyun 平水韻
穐	後起			no 廣韻 headword; in couyun 平水韻
穑	簡化	穡	蒸入	Unihan kTraditionalVariant
穓	後起			no 廣韻 headword; in couyun 平水韻
穔	後起			no 廣韻 headword; in couyun 平水韻
穞	後起			no 廣韻 headword; in couyun 平水韻
穣	後起			no 廣韻 headword; in couyun 平水韻
穤	後起			no 廣韻 headword; in couyun 平水韻
穦	後起			no 廣韻 headword; in couyun 平水韻
穪	異體	偁	蒸平	Unihan+couyun
穮	後起			no 廣韻 headword; in couyun 平水韻
穯	後起			no 廣韻 headword; in couyun 平水韻
穷	簡化	穷窮		Unihan kTraditionalVariant
穻	後起			no 廣韻 headword; in couyun 平水韻
穾	後起			no 廣韻 headword; in couyun 平水韻
窃	異體	竊	先入	Unihan+couyun
窍	簡化	竅	蕭去	Unihan kTraditionalVariant
窎	簡化	窵	蕭去	Unihan kTraditionalVariant
窏	後起			no 廣韻 headword; in couyun 平水韻
窑	簡化	窯	宵平	Unihan kTraditionalVariant
窗	異體	窓	江平	Unihan+couyun
窚	後起			no 廣韻 headword; in couyun 平水韻
窛	後起			no 廣韻 headword; in couyun 平水韻
窜	簡化	竄	寒去	Unihan kTraditionalVariant
窝	簡化	窩		Unihan kTraditionalVariant
窢	後起			no 廣韻 headword; in couyun 平水韻
窤	後起			no 廣韻 headword; in couyun 平水韻
窥	簡化	窺	支平	Unihan kTraditionalVariant
窦	簡化	竇	侯去	Unihan kTraditionalVariant
窩	後起			no 廣韻 headword; in couyun 平水韻
